cpu_usage,memory_usage,disk_read_iops,disk_write_iops,network_in,network_out,disk_read_latency,disk_write_latency,disk_free_space,packet_loss,network_latency,query_execution_time,active_connections,http_requests_per_sec,backend_latency,label,timestamp
77.03,14GB,103,108,24GB,28GB,4.55,4.34,363GB,0.51,30.04,96.73,161,1060,356.95,1,2025-04-18 16:00:01.811021
42.15,13GB,203,277,41GB,35GB,1.36,3.51,289GB,0.53,89.91,14.16,95,119,364.72,1,2025-04-18 16:00:16.811021
48.99,22GB,334,174,10GB,19GB,3.96,3.58,359GB,0.7,15.82,30.3,164,560,281.18,1,2025-04-18 16:00:31.811021
29.02,24GB,290,132,34GB,34GB,4.32,1.49,360GB,0.54,30.75,156.25,218,1180,105.08,1,2025-04-18 16:00:46.811021
43.39,30GB,68,62,37GB,20GB,2.44,2.06,700GB,0.47,21.12,146.59,381,578,361.86,1,2025-04-18 16:01:01.811021
55.78,21GB,326,87,41GB,19GB,2.82,1.8,603GB,0.93,77.27,53.09,339,1522,85.78,1,2025-04-18 16:01:16.811021
50.5,5GB,453,163,10GB,38GB,4.04,2.34,354GB,0.72,91.94,39.38,452,1376,195.45,1,2025-04-18 16:01:31.811021
51.95,11GB,388,302,47GB,38GB,4.05,2.94,771GB,0.12,62.05,132.81,135,396,301.05,1,2025-04-18 16:01:46.811021
111.0,109GB,3972,2588,293GB,119GB,26.52,95.0,9GB,48.62,740.61,1007.52,2487,28712,2616.58,-1,2025-04-18 16:02:01.811021
73.76,20GB,179,238,39GB,46GB,1.72,2.46,216GB,0.04,99.78,98.61,163,889,256.99,1,2025-04-18 16:02:16.811021
70.76,5GB,260,198,28GB,46GB,3.23,3.91,108GB,0.02,50.87,157.65,411,1465,247.64,1,2025-04-18 16:02:31.811021
47.38,21GB,182,402,21GB,46GB,4.38,4.28,407GB,0.89,37.39,104.12,96,313,84.1,1,2025-04-18 16:02:46.811021
46.41,7GB,497,473,24GB,21GB,1.51,4.34,686GB,0.93,18.3,146.14,493,1453,60.44,1,2025-04-18 16:03:01.811021
45.79,27GB,209,467,10GB,24GB,3.32,2.77,183GB,0.91,50.76,166.13,478,1585,385.27,1,2025-04-18 16:03:16.811021
60.55,15GB,200,56,37GB,32GB,1.78,4.47,397GB,0.09,95.31,31.42,471,1983,251.7,1,2025-04-18 16:03:31.811021
74.06,22GB,239,207,44GB,42GB,2.94,3.4,374GB,0.04,64.99,181.09,103,1991,265.33,1,2025-04-18 16:03:46.811021
38.24,6GB,251,114,39GB,23GB,2.81,1.76,450GB,0.03,84.88,191.57,350,1101,271.56,1,2025-04-18 16:04:01.811021
73.43,15GB,233,346,37GB,31GB,3.21,3.66,459GB,0.92,46.34,119.41,167,591,230.07,1,2025-04-18 16:04:16.811021
48.0,4GB,404,442,38GB,26GB,3.36,1.1,330GB,0.93,94.26,191.73,410,1438,107.16,1,2025-04-18 16:04:31.811021
38.76,14GB,209,444,12GB,39GB,3.02,1.44,103GB,0.88,37.4,161.24,421,238,374.81,1,2025-04-18 16:04:46.811021
47.73,25GB,84,136,6GB,5GB,3.78,1.22,253GB,0.15,77.57,80.43,165,1928,76.67,1,2025-04-18 16:05:01.811021
40.36,9GB,302,133,30GB,15GB,3.99,4.3,353GB,0.57,13.74,62.15,273,1226,124.5,1,2025-04-18 16:05:16.811021
20.69,29GB,393,244,14GB,49GB,2.95,1.92,770GB,0.21,30.55,64.24,48,940,102.22,1,2025-04-18 16:05:31.811021
12.73,11GB,339,272,10GB,36GB,3.93,4.17,703GB,0.73,34.42,18.54,63,1208,266.37,1,2025-04-18 16:05:46.811021
28.43,9GB,369,301,28GB,40GB,3.41,3.02,440GB,0.91,58.25,124.44,333,884,362.09,1,2025-04-18 16:06:01.811021
72.46,24GB,188,152,47GB,16GB,1.41,3.01,515GB,0.31,97.77,46.88,383,570,375.48,1,2025-04-18 16:06:16.811021
40.37,29GB,236,351,12GB,19GB,1.67,1.93,656GB,0.3,59.35,141.45,326,975,311.37,1,2025-04-18 16:06:31.811021
115.35,135GB,3697,3486,213GB,127GB,33.23,52.41,7GB,14.53,907.1,2799.68,4515,28065,3114.07,-1,2025-04-18 16:06:46.811021
117.15,218GB,3432,4437,403GB,484GB,61.42,32.31,3GB,22.81,544.7,2338.41,2760,22917,3867.29,-1,2025-04-18 16:07:01.811021
113.44,181GB,4437,3571,167GB,235GB,99.61,51.01,1GB,35.5,1979.68,2822.63,2925,20628,2611.41,-1,2025-04-18 16:07:16.811021
59.2,10GB,129,125,9GB,30GB,3.42,1.27,322GB,0.2,21.67,142.08,172,1973,181.61,1,2025-04-18 16:07:31.811021
28.07,8GB,323,242,12GB,10GB,2.19,3.92,735GB,0.82,22.19,149.88,130,1352,183.45,1,2025-04-18 16:07:46.811021
62.39,24GB,387,145,13GB,14GB,3.32,2.69,397GB,0.01,41.03,171.49,383,1334,172.02,1,2025-04-18 16:08:01.811021
38.01,24GB,240,110,17GB,30GB,1.69,3.32,309GB,0.62,75.21,113.49,260,327,179.97,1,2025-04-18 16:08:16.811021
11.13,29GB,474,406,28GB,39GB,2.29,4.53,480GB,0.34,55.65,117.48,351,834,125.24,1,2025-04-18 16:08:31.811021
34.81,13GB,463,436,43GB,9GB,3.77,1.5,603GB,0.11,85.71,137.49,430,376,99.63,1,2025-04-18 16:08:46.811021
33.4,15GB,150,295,5GB,37GB,2.13,4.96,558GB,0.7,35.9,128.41,404,1154,144.2,1,2025-04-18 16:09:01.811021
41.31,7GB,220,426,25GB,13GB,3.77,4.39,298GB,0.38,62.63,173.52,302,1753,338.6,1,2025-04-18 16:09:16.811021
20.3,10GB,496,441,23GB,30GB,1.45,1.15,317GB,0.98,95.77,179.45,259,496,216.0,1,2025-04-18 16:09:31.811021
48.89,4GB,107,321,34GB,13GB,3.14,4.84,226GB,0.94,83.27,166.51,130,630,231.43,1,2025-04-18 16:09:46.811021
53.36,21GB,154,384,48GB,49GB,1.63,2.08,144GB,0.65,43.63,179.58,213,1565,310.97,1,2025-04-18 16:10:01.811021
39.49,9GB,235,435,48GB,8GB,4.69,4.0,555GB,0.0,45.63,154.4,39,781,268.47,1,2025-04-18 16:10:16.811021
69.88,23GB,84,376,14GB,13GB,3.01,1.45,236GB,0.7,67.81,43.77,92,484,258.0,1,2025-04-18 16:10:31.811021
118.88,160GB,3060,3482,406GB,335GB,65.0,81.9,4GB,47.8,1110.68,1582.11,3333,18840,3364.94,-1,2025-04-18 16:10:46.811021
75.95,17GB,124,308,16GB,40GB,1.91,4.57,778GB,0.12,22.64,195.35,83,435,150.7,1,2025-04-18 16:11:01.811021
29.52,28GB,171,393,7GB,13GB,1.89,4.42,579GB,0.25,33.48,122.48,445,613,103.73,1,2025-04-18 16:11:16.811021
38.32,31GB,404,333,6GB,8GB,3.01,4.88,473GB,0.48,94.38,41.99,268,1322,120.28,1,2025-04-18 16:11:31.811021
57.54,5GB,438,289,13GB,30GB,2.44,1.06,687GB,0.65,30.54,28.83,360,481,187.35,1,2025-04-18 16:11:46.811021
70.62,23GB,483,204,24GB,28GB,4.18,1.99,416GB,0.47,90.92,72.4,472,861,251.87,1,2025-04-18 16:12:01.811021
31.51,24GB,295,349,16GB,28GB,2.12,3.29,141GB,0.87,35.69,93.51,175,1920,186.36,1,2025-04-18 16:12:16.811021
36.17,9GB,444,300,25GB,26GB,2.11,4.21,256GB,0.62,55.01,133.59,465,988,334.28,1,2025-04-18 16:12:31.811021
19.11,22GB,435,218,34GB,45GB,4.94,3.05,224GB,0.6,70.09,146.88,307,472,175.62,1,2025-04-18 16:12:46.811021
60.83,12GB,411,359,18GB,39GB,1.02,1.91,474GB,0.94,95.71,143.13,85,569,78.99,1,2025-04-18 16:13:01.811021
109.53,235GB,3329,3236,401GB,325GB,76.99,71.28,4GB,33.64,1055.18,2710.46,2026,29072,2454.44,-1,2025-04-18 16:13:16.811021
44.12,27GB,321,437,38GB,22GB,1.93,3.74,245GB,0.95,82.85,187.98,192,1246,399.49,1,2025-04-18 16:13:31.811021
21.82,21GB,120,53,30GB,27GB,2.07,3.21,268GB,0.78,11.89,81.42,147,1851,306.22,1,2025-04-18 16:13:46.811021
16.09,23GB,268,55,38GB,12GB,4.51,2.94,394GB,0.22,55.64,139.68,486,1514,290.84,1,2025-04-18 16:14:01.811021
36.9,11GB,282,133,17GB,40GB,4.32,2.84,479GB,0.29,66.46,26.8,169,788,148.1,1,2025-04-18 16:14:16.811021
71.69,30GB,204,378,16GB,10GB,1.25,4.29,333GB,0.92,20.15,91.72,414,138,195.85,1,2025-04-18 16:14:31.811021
21.02,31GB,197,172,18GB,14GB,2.49,4.47,572GB,0.73,68.47,10.11,256,1085,322.73,1,2025-04-18 16:14:46.811021
71.46,14GB,373,392,6GB,17GB,2.83,3.52,644GB,0.24,70.03,154.6,251,1268,52.91,1,2025-04-18 16:15:01.811021
46.94,14GB,478,235,45GB,34GB,1.84,4.55,622GB,0.51,96.93,137.59,330,1111,239.19,1,2025-04-18 16:15:16.811021
60.99,10GB,283,89,13GB,28GB,1.28,3.86,777GB,0.23,99.61,51.6,318,1366,56.72,1,2025-04-18 16:15:31.811021
13.44,24GB,222,340,13GB,23GB,2.86,2.12,120GB,0.86,77.83,91.48,169,1129,66.6,1,2025-04-18 16:15:46.811021
40.64,17GB,153,260,18GB,42GB,4.5,3.16,226GB,0.18,50.78,82.63,98,569,129.35,1,2025-04-18 16:16:01.811021
15.83,16GB,152,157,23GB,37GB,1.96,3.8,222GB,0.14,11.13,181.86,302,861,219.77,1,2025-04-18 16:16:16.811021
18.74,4GB,456,359,32GB,48GB,1.16,4.24,221GB,0.56,33.56,110.88,213,406,55.59,1,2025-04-18 16:16:31.811021
29.23,16GB,423,407,43GB,44GB,1.35,3.85,561GB,0.95,48.51,75.01,75,1682,128.01,1,2025-04-18 16:16:46.811021
77.6,31GB,184,301,26GB,31GB,4.37,4.04,674GB,0.23,13.27,83.45,273,1817,161.42,1,2025-04-18 16:17:01.811021
23.12,10GB,341,460,42GB,6GB,4.49,3.86,524GB,0.07,23.16,84.57,383,1331,275.89,1,2025-04-18 16:17:16.811021
59.28,6GB,235,98,34GB,31GB,1.7,2.15,222GB,0.6,73.36,95.59,55,192,131.76,1,2025-04-18 16:17:31.811021
26.68,8GB,82,348,33GB,48GB,2.36,4.41,533GB,0.11,51.97,82.21,32,1528,275.16,1,2025-04-18 16:17:46.811021
58.76,29GB,243,60,25GB,38GB,4.4,2.67,237GB,0.15,68.98,164.05,52,771,299.62,1,2025-04-18 16:18:01.811021
67.82,20GB,164,148,24GB,49GB,1.67,2.8,249GB,0.27,53.26,56.56,153,395,63.14,1,2025-04-18 16:18:16.811021
51.5,16GB,96,343,14GB,48GB,2.54,3.88,301GB,0.64,31.73,77.23,113,580,64.25,1,2025-04-18 16:18:31.811021
19.74,6GB,445,293,43GB,5GB,4.81,4.18,241GB,0.61,33.39,102.43,246,378,141.42,1,2025-04-18 16:18:46.811021
53.45,22GB,156,320,33GB,40GB,3.39,3.68,584GB,0.03,66.09,145.29,442,1570,193.94,1,2025-04-18 16:19:01.811021
77.4,22GB,152,141,30GB,36GB,4.4,3.97,479GB,0.61,39.8,92.2,351,158,292.39,1,2025-04-18 16:19:16.811021
26.63,23GB,90,132,46GB,38GB,1.07,3.37,760GB,0.04,69.79,101.41,466,1248,115.44,1,2025-04-18 16:19:31.811021
48.04,5GB,408,496,10GB,46GB,1.54,4.36,184GB,0.66,67.02,114.59,338,1312,352.45,1,2025-04-18 16:19:46.811021
52.54,31GB,189,422,20GB,35GB,1.5,3.05,329GB,0.82,15.85,107.96,349,920,371.97,1,2025-04-18 16:20:01.811021
90.75,155GB,3500,4205,179GB,167GB,34.89,60.4,5GB,12.36,1766.81,973.22,2630,17780,3705.09,-1,2025-04-18 16:20:16.811021
10.37,25GB,226,282,11GB,47GB,2.22,3.56,262GB,0.64,40.99,168.9,232,1021,280.65,1,2025-04-18 16:20:31.811021
19.26,29GB,78,200,33GB,25GB,2.51,4.95,773GB,0.77,63.89,157.65,322,1114,58.42,1,2025-04-18 16:20:46.811021
39.33,16GB,101,210,29GB,35GB,2.93,3.17,798GB,0.6,18.93,78.0,172,1669,374.1,1,2025-04-18 16:21:01.811021
24.7,6GB,467,247,29GB,34GB,1.03,4.22,267GB,0.27,87.91,41.96,195,1530,318.82,1,2025-04-18 16:21:16.811021
57.62,25GB,228,197,32GB,27GB,4.46,1.82,725GB,0.54,67.33,161.74,443,912,100.76,1,2025-04-18 16:21:31.811021
64.63,16GB,277,415,21GB,22GB,2.4,3.04,466GB,0.81,82.17,48.79,176,370,218.69,1,2025-04-18 16:21:46.811021
35.66,4GB,72,143,34GB,15GB,1.32,4.35,354GB,0.48,33.59,196.5,332,520,169.14,1,2025-04-18 16:22:01.811021
62.93,7GB,400,188,18GB,32GB,1.41,1.45,748GB,0.5,78.96,103.97,231,685,54.45,1,2025-04-18 16:22:16.811021
46.5,20GB,302,351,8GB,44GB,2.07,2.02,498GB,0.14,62.24,155.02,214,651,380.35,1,2025-04-18 16:22:31.811021
61.35,28GB,288,416,36GB,12GB,4.72,2.38,695GB,0.83,99.17,185.75,60,482,56.98,1,2025-04-18 16:22:46.811021
58.82,8GB,318,398,32GB,23GB,2.8,2.55,548GB,0.81,13.93,138.87,11,219,120.53,1,2025-04-18 16:23:01.811021
79.3,21GB,193,200,29GB,34GB,3.35,4.99,491GB,0.73,67.28,174.62,33,160,160.85,1,2025-04-18 16:23:16.811021
37.74,25GB,276,378,23GB,22GB,1.59,4.36,787GB,0.39,55.68,179.26,53,1987,76.02,1,2025-04-18 16:23:31.811021
55.51,18GB,481,354,10GB,42GB,1.24,3.8,295GB,0.21,80.4,121.41,87,839,270.6,1,2025-04-18 16:23:46.811021
70.18,18GB,465,424,29GB,24GB,3.75,4.02,728GB,0.52,39.28,109.44,149,1666,137.52,1,2025-04-18 16:24:01.811021
61.14,22GB,305,406,9GB,48GB,2.01,3.91,538GB,0.02,41.19,48.84,496,837,190.62,1,2025-04-18 16:24:16.811021
28.16,7GB,469,128,19GB,20GB,3.11,1.37,283GB,0.72,61.72,189.62,63,401,319.15,1,2025-04-18 16:24:31.811021
75.06,4GB,218,121,12GB,15GB,3.25,1.67,621GB,0.57,70.61,154.22,89,412,156.54,1,2025-04-18 16:24:46.811021
17.41,25GB,430,206,46GB,24GB,4.59,1.85,493GB,0.82,83.98,154.29,460,1105,279.6,1,2025-04-18 16:25:01.811021
47.19,16GB,144,128,47GB,30GB,4.02,3.27,574GB,0.87,62.93,133.82,391,202,94.21,1,2025-04-18 16:25:16.811021
72.78,31GB,156,213,7GB,27GB,2.3,1.66,272GB,0.19,84.9,71.49,190,1712,225.26,1,2025-04-18 16:25:31.811021
40.3,17GB,203,241,15GB,8GB,4.46,3.84,722GB,0.33,30.11,134.21,198,1880,126.69,1,2025-04-18 16:25:46.811021
15.94,25GB,499,295,9GB,31GB,1.68,2.8,574GB,0.71,14.98,156.67,137,1429,161.21,1,2025-04-18 16:26:01.811021
23.15,17GB,62,411,46GB,17GB,4.96,4.22,700GB,0.67,25.01,72.37,14,1650,154.84,1,2025-04-18 16:26:16.811021
43.5,19GB,156,230,40GB,6GB,4.68,3.38,782GB,0.32,12.09,192.42,460,794,284.28,1,2025-04-18 16:26:31.811021
11.26,27GB,117,214,25GB,7GB,2.25,1.17,108GB,0.55,35.61,193.36,403,1575,131.09,1,2025-04-18 16:26:46.811021
11.44,9GB,450,159,34GB,11GB,1.29,3.65,655GB,0.84,86.96,70.83,442,1565,231.33,1,2025-04-18 16:27:01.811021
67.47,27GB,231,451,16GB,45GB,3.21,4.93,392GB,0.14,62.14,109.34,195,1829,137.87,1,2025-04-18 16:27:16.811021
75.24,28GB,248,306,28GB,46GB,4.69,3.71,797GB,0.04,60.4,16.3,160,817,185.48,1,2025-04-18 16:27:31.811021
29.71,11GB,486,53,40GB,11GB,4.68,3.44,461GB,0.22,86.19,133.94,415,1369,114.04,1,2025-04-18 16:27:46.811021
37.97,10GB,157,408,31GB,18GB,4.95,1.31,198GB,0.56,93.08,48.69,201,533,130.14,1,2025-04-18 16:28:01.811021
49.29,8GB,311,265,43GB,32GB,2.14,1.35,381GB,0.92,93.95,25.11,259,613,174.95,1,2025-04-18 16:28:16.811021
58.3,10GB,298,366,26GB,21GB,4.37,1.84,271GB,0.02,16.74,101.33,84,1677,115.88,1,2025-04-18 16:28:31.811021
26.37,4GB,407,461,48GB,29GB,4.98,4.81,489GB,0.38,19.92,44.04,41,912,51.71,1,2025-04-18 16:28:46.811021
73.67,4GB,298,275,5GB,36GB,1.85,3.29,542GB,0.91,21.81,130.67,262,968,247.36,1,2025-04-18 16:29:01.811021
36.75,25GB,476,353,21GB,8GB,4.26,2.22,204GB,0.13,67.34,52.33,154,1346,105.31,1,2025-04-18 16:29:16.811021
73.66,28GB,342,140,20GB,39GB,4.6,2.19,621GB,0.07,78.58,132.34,279,306,245.03,1,2025-04-18 16:29:31.811021
20.4,20GB,172,329,7GB,29GB,1.55,2.38,496GB,0.26,28.35,171.96,221,890,294.31,1,2025-04-18 16:29:46.811021
67.58,27GB,83,155,17GB,44GB,1.25,4.65,720GB,0.58,63.1,29.5,102,347,325.36,1,2025-04-18 16:30:01.811021
32.16,8GB,391,161,5GB,40GB,3.91,2.89,312GB,0.44,12.8,151.86,131,969,170.98,1,2025-04-18 16:30:16.811021
25.18,30GB,466,423,11GB,14GB,4.63,1.93,562GB,0.56,53.43,77.22,376,657,146.7,1,2025-04-18 16:30:31.811021
43.45,5GB,355,231,11GB,11GB,4.12,4.8,691GB,0.61,80.25,138.67,253,1536,145.55,1,2025-04-18 16:30:46.811021
45.48,14GB,67,158,42GB,11GB,1.97,1.8,422GB,0.54,50.77,170.76,202,308,388.95,1,2025-04-18 16:31:01.811021
73.47,29GB,193,177,24GB,6GB,1.5,2.55,663GB,0.98,52.78,158.0,456,1220,384.52,1,2025-04-18 16:31:16.811021
69.21,20GB,111,328,49GB,23GB,3.61,3.43,364GB,0.75,15.92,172.26,107,599,308.1,1,2025-04-18 16:31:31.811021
32.73,29GB,398,221,22GB,32GB,2.66,4.07,593GB,0.24,39.56,110.04,193,948,187.93,1,2025-04-18 16:31:46.811021
14.0,30GB,155,105,6GB,31GB,2.18,4.47,406GB,0.38,75.1,151.32,17,1862,309.48,1,2025-04-18 16:32:01.811021
45.59,22GB,364,439,35GB,43GB,3.94,3.92,494GB,0.54,42.96,155.99,323,1717,74.55,1,2025-04-18 16:32:16.811021
66.19,17GB,116,461,21GB,8GB,4.69,4.18,418GB,0.17,66.37,192.64,269,917,208.59,1,2025-04-18 16:32:31.811021
115.96,75GB,3274,3441,459GB,397GB,23.83,82.93,9GB,43.01,691.53,2337.36,4951,18936,2366.26,-1,2025-04-18 16:32:46.811021
95.08,125GB,3794,4355,266GB,214GB,66.47,32.87,3GB,33.57,750.1,2680.78,3372,22107,4175.13,-1,2025-04-18 16:33:01.811021
11.35,14GB,378,308,21GB,27GB,4.68,4.44,765GB,0.03,11.66,119.56,340,1703,277.18,1,2025-04-18 16:33:16.811021
37.56,7GB,433,118,44GB,38GB,2.08,1.7,287GB,0.13,12.39,11.87,453,342,183.96,1,2025-04-18 16:33:31.811021
58.8,5GB,265,380,22GB,49GB,1.36,3.48,623GB,0.18,63.47,119.8,21,917,102.26,1,2025-04-18 16:33:46.811021
46.27,21GB,314,186,47GB,22GB,4.48,1.69,343GB,0.95,61.57,177.58,449,698,177.24,1,2025-04-18 16:34:01.811021
58.59,17GB,457,356,36GB,8GB,3.85,4.46,561GB,0.97,97.42,64.34,194,220,335.32,1,2025-04-18 16:34:16.811021
39.4,15GB,81,427,20GB,10GB,4.55,2.55,508GB,0.33,93.63,117.59,457,822,90.47,1,2025-04-18 16:34:31.811021
68.36,8GB,484,303,28GB,40GB,1.33,4.21,344GB,0.82,31.27,29.82,367,1572,238.78,1,2025-04-18 16:34:46.811021
58.34,21GB,277,410,31GB,21GB,2.25,3.14,217GB,0.67,35.16,35.73,255,503,199.99,1,2025-04-18 16:35:01.811021
62.67,22GB,249,52,45GB,9GB,2.54,2.34,616GB,0.84,96.37,142.19,400,1242,291.94,1,2025-04-18 16:35:16.811021
11.58,16GB,486,205,9GB,20GB,2.28,3.32,106GB,0.87,45.65,38.6,142,274,363.74,1,2025-04-18 16:35:31.811021
43.38,14GB,159,436,34GB,19GB,2.1,2.38,454GB,0.33,64.89,89.13,333,1180,176.96,1,2025-04-18 16:35:46.811021
36.42,4GB,387,179,42GB,44GB,1.98,3.52,357GB,0.73,50.18,131.17,404,1104,355.59,1,2025-04-18 16:36:01.811021
75.85,24GB,376,360,16GB,9GB,2.29,1.31,579GB,0.06,93.04,138.78,31,324,123.8,1,2025-04-18 16:36:16.811021
13.75,19GB,385,164,7GB,43GB,2.63,1.22,237GB,0.54,77.6,156.86,339,1496,195.43,1,2025-04-18 16:36:31.811021
48.49,14GB,56,243,27GB,44GB,2.7,4.72,749GB,0.2,46.7,197.89,457,502,62.91,1,2025-04-18 16:36:46.811021
16.15,20GB,231,183,33GB,15GB,3.83,4.26,129GB,0.06,65.34,85.42,337,740,247.86,1,2025-04-18 16:37:01.811021
13.43,28GB,259,442,31GB,49GB,2.97,4.16,403GB,0.46,81.21,184.59,323,1505,316.43,1,2025-04-18 16:37:16.811021
33.92,31GB,306,436,21GB,45GB,3.16,1.85,480GB,0.03,59.08,35.05,94,1697,340.98,1,2025-04-18 16:37:31.811021
50.08,31GB,107,294,5GB,10GB,1.04,4.67,139GB,0.58,77.41,129.74,430,828,206.38,1,2025-04-18 16:37:46.811021
79.07,11GB,50,331,9GB,30GB,2.24,4.75,788GB,0.61,89.35,48.63,486,1082,131.1,1,2025-04-18 16:38:01.811021
72.67,6GB,366,204,42GB,49GB,2.56,2.52,440GB,0.0,27.55,105.03,125,1313,332.1,1,2025-04-18 16:38:16.811021
63.09,15GB,412,353,40GB,41GB,3.34,3.64,600GB,0.19,50.24,91.46,473,1412,294.32,1,2025-04-18 16:38:31.811021
68.65,13GB,85,177,6GB,46GB,2.89,1.58,336GB,0.46,64.62,82.72,328,339,314.87,1,2025-04-18 16:38:46.811021
106.13,81GB,3353,3372,493GB,170GB,28.2,72.09,7GB,19.01,676.6,1210.68,4605,19093,4138.38,-1,2025-04-18 16:39:01.811021
23.71,5GB,79,451,43GB,7GB,4.15,4.53,437GB,0.49,83.87,107.88,483,1465,239.98,1,2025-04-18 16:39:16.811021
32.62,8GB,160,149,23GB,9GB,3.08,3.86,533GB,0.44,66.96,137.3,189,453,237.39,1,2025-04-18 16:39:31.811021
49.5,15GB,216,100,19GB,31GB,1.61,4.08,784GB,0.4,12.3,155.23,449,1908,288.92,1,2025-04-18 16:39:46.811021
34.78,6GB,65,215,10GB,39GB,2.59,3.57,712GB,0.94,28.77,26.57,387,1269,121.13,1,2025-04-18 16:40:01.811021
17.18,7GB,465,184,33GB,30GB,4.76,3.69,161GB,0.24,43.08,149.65,482,259,291.58,1,2025-04-18 16:40:16.811021
28.56,8GB,207,349,30GB,7GB,3.45,2.17,102GB,0.9,46.18,27.28,296,524,204.83,1,2025-04-18 16:40:31.811021
42.72,18GB,268,193,27GB,14GB,3.25,3.64,243GB,0.14,43.87,118.34,152,628,329.84,1,2025-04-18 16:40:46.811021
28.8,5GB,405,202,5GB,16GB,2.44,1.4,496GB,0.04,29.5,148.17,196,943,135.87,1,2025-04-18 16:41:01.811021
47.28,17GB,97,72,36GB,39GB,4.81,2.05,458GB,0.32,69.76,110.8,228,685,235.06,1,2025-04-18 16:41:16.811021
72.27,4GB,180,303,19GB,25GB,3.52,1.21,586GB,0.04,15.44,172.29,267,1446,61.49,1,2025-04-18 16:41:31.811021
29.41,19GB,63,287,6GB,48GB,1.81,2.09,122GB,0.66,24.25,118.47,368,308,231.23,1,2025-04-18 16:41:46.811021
74.85,14GB,104,175,6GB,30GB,2.86,2.79,189GB,0.97,80.5,66.78,324,1185,93.07,1,2025-04-18 16:42:01.811021
57.09,19GB,199,410,38GB,15GB,2.1,3.84,174GB,0.05,84.19,63.92,77,1392,250.74,1,2025-04-18 16:42:16.811021
69.01,13GB,97,167,43GB,22GB,1.53,2.28,492GB,0.07,15.21,155.92,423,912,240.8,1,2025-04-18 16:42:31.811021
63.79,18GB,336,227,27GB,17GB,4.22,4.46,368GB,0.24,55.1,110.12,186,1988,171.96,1,2025-04-18 16:42:46.811021
57.42,17GB,290,269,18GB,47GB,3.33,1.98,615GB,0.73,42.79,96.3,279,665,256.23,1,2025-04-18 16:43:01.811021
70.57,26GB,466,499,43GB,9GB,3.91,1.3,293GB,0.59,74.28,33.31,427,1060,320.03,1,2025-04-18 16:43:16.811021
33.75,29GB,496,240,19GB,47GB,2.84,2.31,627GB,0.34,40.67,69.23,375,1157,188.01,1,2025-04-18 16:43:31.811021
19.11,31GB,360,362,15GB,6GB,4.2,2.86,528GB,0.15,80.27,172.5,288,1992,202.85,1,2025-04-18 16:43:46.811021
19.03,13GB,459,431,17GB,41GB,3.52,4.97,383GB,0.39,12.08,160.83,187,1595,374.12,1,2025-04-18 16:44:01.811021
66.62,6GB,277,179,44GB,13GB,2.94,4.1,657GB,0.58,24.22,169.14,124,1137,58.05,1,2025-04-18 16:44:16.811021
73.77,7GB,102,73,11GB,40GB,4.54,4.12,296GB,0.58,87.81,179.62,323,1103,259.94,1,2025-04-18 16:44:31.811021
47.47,13GB,297,433,7GB,11GB,3.52,2.76,102GB,0.37,20.13,27.38,308,1321,96.12,1,2025-04-18 16:44:46.811021
21.08,9GB,257,405,22GB,10GB,2.61,1.81,370GB,0.96,29.14,113.73,317,1288,150.62,1,2025-04-18 16:45:01.811021
50.31,25GB,477,72,42GB,46GB,2.71,3.21,603GB,0.3,70.18,67.19,341,1322,110.82,1,2025-04-18 16:45:16.811021
69.54,18GB,178,224,15GB,21GB,2.74,3.17,127GB,0.26,95.2,36.53,273,196,243.99,1,2025-04-18 16:45:31.811021
73.76,13GB,280,293,42GB,33GB,2.27,4.21,289GB,0.89,96.18,192.9,346,1711,145.13,1,2025-04-18 16:45:46.811021
15.71,22GB,52,404,45GB,47GB,1.18,1.92,157GB,0.12,64.43,15.97,241,870,157.89,1,2025-04-18 16:46:01.811021
119.5,123GB,4084,4564,178GB,374GB,81.74,91.54,7GB,11.27,716.7,817.35,3298,27664,4929.34,-1,2025-04-18 16:46:16.811021
32.6,8GB,360,186,16GB,29GB,3.94,4.98,316GB,0.84,83.77,53.12,309,207,119.16,1,2025-04-18 16:46:31.811021
64.23,9GB,275,381,46GB,42GB,1.46,2.05,754GB,0.21,85.7,100.09,296,618,101.86,1,2025-04-18 16:46:46.811021
23.16,11GB,343,160,32GB,39GB,4.51,4.63,602GB,0.57,88.84,89.43,76,1515,178.15,1,2025-04-18 16:47:01.811021
36.85,14GB,57,121,9GB,35GB,4.5,2.61,469GB,0.48,13.25,164.94,271,574,178.31,1,2025-04-18 16:47:16.811021
16.21,4GB,142,229,41GB,31GB,4.44,3.87,150GB,0.45,13.44,52.88,448,780,72.16,1,2025-04-18 16:47:31.811021
65.13,26GB,87,371,27GB,33GB,2.94,2.26,536GB,0.97,27.02,54.18,452,1589,364.03,1,2025-04-18 16:47:46.811021
14.1,12GB,410,227,46GB,24GB,2.0,1.71,398GB,0.53,74.08,150.74,80,1970,318.86,1,2025-04-18 16:48:01.811021
64.35,10GB,120,372,22GB,32GB,1.26,4.98,524GB,0.83,54.53,182.09,218,1325,263.82,1,2025-04-18 16:48:16.811021
34.5,15GB,324,110,29GB,39GB,2.19,3.69,678GB,0.35,83.14,81.82,328,1390,311.06,1,2025-04-18 16:48:31.811021
60.12,27GB,141,175,28GB,43GB,4.27,4.87,656GB,0.38,44.59,66.47,298,250,299.7,1,2025-04-18 16:48:46.811021
